URI	label	Description	mixsid	valueType	units	
mixs:room_window_count	room window count	Number of windows in the room	MIXS:0000237	value	NaN	
mixs:root_cond	rooting conditions	"Relevant rooting conditions such as field plot size, sowing density, container dimensions, number of plants per container."	MIXS:0001061	"PMID,DOI,url or free text"	NaN	
mixs:root_med_carbon	rooting medium carbon	Source of organic carbon in the culture rooting medium; e.g. sucrose.	MIXS:0000577	carbon source name;measurement value	milligram per liter	
mixs:root_med_macronutr	rooting medium macronutrients	"Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170?mg/L)."	MIXS:0000578	macronutrient name;measurement value	milligram per liter	
mixs:root_med_micronutr	rooting medium micronutrients	"Measurement of the culture rooting medium micronutrients (Fe, Mn, Zn, B, Cu, Mo); e.g. H3BO3 (6.2?mg/L)."	MIXS:0000579	micronutrient name;measurement value	milligram per liter	
mixs:root_med_ph	rooting medium pH	pH measurement of the culture rooting medium; e.g. 5.5.	MIXS:0001062	measurement value	NaN	
mixs:root_med_regl	rooting medium regulators 	"Growth regulators in the culture rooting medium such as cytokinins, auxins, gybberellins, abscisic acid; e.g. 0.5?mg/L NAA."	MIXS:0000581	regulator name;measurement value	milligram per liter	
mixs:root_med_solid	rooting medium solidifier	Specification of the solidifying agent in the culture rooting medium; e.g. agar.	MIXS:0001063	name	NaN	
mixs:root_med_suppl	rooting medium organic supplements	"Organic supplements of the culture rooting medium, such as vitamins, amino acids, organic acids, antibiotics activated charcoal; e.g. nicotinic acid (0.5?mg/L)."	MIXS:0000580	supplement name;measurement value	milligram per liter	
mixs:salinity	salinity	salinity measurement	MIXS:0000183	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	salinity measurement	MIXS:0000552	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	salinity measurement	MIXS:0000213	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	salinity measurement	MIXS:0000730	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	"Salinity is the total concentration of all dissolved salts in a water sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000183	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	"Salinity is the total concentration of all dissolved salts in a water sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000552	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	"Salinity is the total concentration of all dissolved salts in a water sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000213	measurement value	"practical salinity unit, percentage"	
mixs:salinity	salinity	"Salinity is the total concentration of all dissolved salts in a water sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000730	measurement value	"practical salinity unit, percentage"	
mixs:salinity_meth	extreme_unusual_properties/salinity method	reference or method used in determining salinity	MIXS:0000341	"PMID,DOI or url"	NaN	
mixs:salt_regm	salt regimen	"information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment duration, interval and total experimental duration; can include multiple salt regimens"	MIXS:0000582	salt name;salt amount;treatment interval and duration	"gram, microgram, mole per liter, gram per liter"	
mixs:salt_regm	salt regimen	"information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment duration, interval and total experimental duration; can include multiple salt regimens"	MIXS:0000582	salt name;salt amount;treatment duration;interval;experimental duration	"gram, microgram, mole per liter, gram per liter"	
mixs:salt_regm	salt regimen	"Information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple salt regimens"	MIXS:0000582	salt name;salt amount;treatment interval and duration	"gram, microgram, mole per liter, gram per liter"	
mixs:salt_regm	salt regimen	"Information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple salt regimens"	MIXS:0000582	salt name;salt amount;treatment duration;interval;experimental duration	"gram, microgram, mole per liter, gram per liter"	
mixs:samp_capt_status	sample capture status	Reason for the sample	MIXS:0000860	enumeration	NaN	
mixs:samp_capt_status	sample capture status	Reason for the sample	MIXS:0001064	enumeration	NaN	
mixs:samp_collect_device	sample collection device or method	The method or device employed for collecting the sample	MIXS:0000002	type name	NaN	
mixs:samp_collection_point	sample collection point	"Sampling  point on the asset were sample was collected (e.g. Wellhead, storage tank, separator, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001015	enumeration	NaN	
mixs:samp_dis_stage	sample disease stage	"Stage of the disease at the time of sample collection, e.g. inoculation, penetration, infection, growth and reproduction, dissemination of pathogen."	MIXS:0000249	free text	NaN	
mixs:samp_dis_stage	sample disease stage	"Stage of the disease at the time of sample collection, e.g. inoculation, penetration, infection, growth and reproduction, dissemination of pathogen."	MIXS:0001065	free text	NaN	
mixs:samp_floor	sampling floor	"The floor of the building, where the sampling room is located"	MIXS:0000828	enumeration	NaN	
mixs:samp_loc_corr_rate	corrosion rate at sample location	"Metal corrosion rate is the speed of metal deterioration due to environmental conditions. As environmental conditions change corrosion rates change accordingly. Therefore, long term corrosion rates are generally more informative than short term rates and for that reason they are preferred during reporting. In the case of suspected MIC, corrosion rate measurements at the time of sampling might provide insights into the involvement of certain microbial community members in MIC as well as potential microbial interplays"	MIXS:0000136	measurement value range	millimeter per year	
mixs:samp_mat_process	sample material processing	"Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2013-10-25) terms please see http://purl.bioontology.org/ontology/OBI"	MIXS:0000016	text or OBI	NaN	
mixs:samp_mat_process	sample material processing	"Any processing applied to the sample during or after retrieving the sample from environment. This field accepts OBI, for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI"	MIXS:0000016	text or OBI	NaN	
mixs:samp_md	sample measured depth	"In non deviated well, measured depth is equal to the true vertical depth, TVD (TVD=TVDSS plus the reference or datum it refers to). In deviated wells, the MD is the length of trajectory of the borehole measured from the same reference or datum. Common datums used are ground level (GL), drilling rig floor (DF), rotary table (RT), kelly bushing (KB) and mean sea level (MSL). If ""other"" is specified, please propose entry in ""additional info"" field                             "	MIXS:0000413	measurement value;enumeration	meter	
mixs:samp_preserv	preservative added to sample	"Preservative added to the sample (e.g. Rnalater, alcohol, formaldehyde, etc.). Where appropriate include volume added (e.g. Rnalater; 2 ml)"	MIXS:0000463	name;measurement value	milliliter	
mixs:samp_room_id	sampling room ID or name	Sampling room number. This ID should be consistent with the designations on the building floor plans	MIXS:0000244	value	NaN	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000360	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000360	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000666	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000666	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000384	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000384	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000279	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000279	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000342	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000342	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000109	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000109	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000372	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000372	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000398	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000398	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000467	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000467	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000420	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000420	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000583	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"salinity of sample, i.e. measure of total salt concentration"	MIXS:0000583	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000360	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000360	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000666	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000666	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000384	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000384	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000279	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000279	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000342	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000342	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000109	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000109	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000372	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000372	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000398	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000398	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000467	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000467	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000420	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000420	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000583	measurement value	"practical salinity unit, percentage"	
mixs:samp_salinity	sample salinity	"Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater"	MIXS:0000583	measurement value	"milligram per liter, practical salinity unit, percentage"	
mixs:samp_size	amount or size of sample collected	"Amount or size of sample (volume, mass or area) that was collected"	MIXS:0000001	measurement value	"millliter, gram, milligram"	
mixs:samp_size	amount or size of sample collected	"Amount or size of sample (volume, mass or area) that was collected"	MIXS:0000001	measurement value	"millliter, gram, milligram, liter"	
mixs:samp_sort_meth	sample size sorting method	"Method by which samples are sorted; open face filter collecting total suspended particles, prefilter to remove particles larger than X micrometers in diameter, where common values of X would be 10 and 2.5 full size sorting in a cascade impactor."	MIXS:0000216	description of method	NaN	
mixs:samp_sort_meth	sample size sorting method	method by which samples are sorted	MIXS:0000216	description of method	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001034	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001034	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001104	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001104	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000940	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000940	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000902	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000902	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000986	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000986	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001094	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001094	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001066	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001066	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000495	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000495	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000962	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000962	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001027	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001027	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000878	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000878	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001017	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001017	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001076	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0001076	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000921	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000921	time interval	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000116	duration	NaN	
mixs:samp_store_dur	sample storage duration	duration for which sample was stored	MIXS:0000116	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001034	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001034	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001104	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001104	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000940	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000940	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000902	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000902	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000986	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000986	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001094	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001094	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001066	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001066	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000495	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000495	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000962	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000962	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001027	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001027	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000878	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000878	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001017	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001017	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001076	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0001076	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000921	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000921	time interval	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000116	duration	NaN	
mixs:samp_store_dur	sample storage duration	Duration for which the sample was stored	MIXS:0000116	time interval	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000941	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000985	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001095	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000903	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000863	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001018	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001035	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001077	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000755	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000991	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000922	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001105	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0000879	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001067	location name	NaN	
mixs:samp_store_loc	sample storage location	"Location at which sample was stored, usually name of a specific freezer/room"	MIXS:0001028	location name	NaN	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000543	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000415	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000584	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000347	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000402	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000388	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000294	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000377	measurement value	degree Celsius	
mixs:samp_store_temp	sample storage temperature	"Temperature at which sample was stored, e.g. -80 degree Celsius"	MIXS:0000110	measurement value	degree Celsius	
